"X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","month","day"
9,9,66.8,72.8,67.9,56.1,33.3,68.4,9.4,6.4,65.4,"jun","wed"
9,9,66.7,69.9,66.6,56.1,33.3,67.1,9.4,6.4,66.6,"apr","sun"
9,9,67.9,69.7,65.4,56.1,33.3,66.1,9.4,6.4,68.7,"feb","sun"
9,9,74.9,69.7,69.2,56.1,33.3,68.8,9.4,6.4,70.1,"jun","tue"
9,9,71.9,70.7,68.4,56.1,33.3,67.8,9.4,6.4,64.8,"nov","sun"
9,9,66.3,70.9,67.7,56.1,33.3,66.9,9.4,6.4,69.7,"may","mon"
9,9,70.6,71,74,56.1,33.3,61.2,9.4,6.4,71.4,"feb","wed"
9,9,70.4,68.5,67.8,56.1,33.3,64.5,9.4,6.4,69.7,"aug","tue"
9,9,71.1,72.5,66.6,56.1,33.3,69.3,9.4,6.4,63.8,"may","thu"
9,9,65.9,74.1,68.7,56.1,33.3,73,9.4,6.4,60.2,"may","thu"
9,9,65.7,72.4,68.3,56.1,33.3,71.7,9.4,6.4,74.3,"oct","tue"
9,9,61.3,71.9,67.5,56.1,33.3,68.6,9.4,6.4,68.7,"aug","thu"
9,9,69.3,72.8,66.3,56.1,33.3,64.3,9.4,6.4,68.9,"jun","tue"
9,9,66.7,74,71.3,56.1,33.3,65.1,9.4,6.4,60.9,"sep","wed"
9,9,70.7,70.9,69.8,56.1,33.3,67.5,9.4,6.4,67,"dec","wed"
9,9,66.6,64.6,63.1,56.1,33.3,68.9,9.4,6.4,74.8,"jan","mon"
9,9,70.4,74.8,65.2,56.1,33.3,71.5,9.4,6.4,71.4,"feb","fri"
9,9,71.8,67.8,69.4,56.1,33.3,66.8,9.4,6.4,68.9,"nov","mon"
9,9,68.3,72.2,69.2,56.1,33.3,66.3,9.4,6.4,70.8,"dec","mon"
9,9,66.6,73.4,68.6,56.1,33.3,69.5,9.4,6.4,65,"apr","sun"
9,9,73.2,66.6,63.5,56.1,33.3,68.7,9.4,6.4,67.3,"jan","mon"
9,9,73.8,67.8,69.4,56.1,33.3,64.8,9.4,6.4,69.4,"sep","thu"
9,9,75.4,65.3,75.2,56.1,33.3,63.3,9.4,6.4,72.5,"oct","sun"
9,9,64.5,67.4,75.2,56.1,33.3,68.2,9.4,6.4,76.5,"oct","tue"
9,9,68.8,70.3,72.8,56.1,33.3,74.7,9.4,6.4,71.5,"nov","tue"
9,9,64.7,68.1,69.6,56.1,33.3,70.8,9.4,6.4,69.6,"mar","thu"
9,9,75.5,64.6,68.3,56.1,33.3,69.5,9.4,6.4,68.8,"jun","sat"
9,9,74.7,66.5,66.5,56.1,33.3,65.2,9.4,6.4,70.1,"apr","wed"
9,9,69.5,67,69,56.1,33.3,61.5,9.4,6.4,76.5,"jun","fri"
9,9,66.1,62.2,71.6,56.1,33.3,70.1,9.4,6.4,71.6,"jun","sat"
9,9,69.7,69.3,64.7,56.1,33.3,73.1,9.4,6.4,74.3,"may","fri"
9,9,66,69.5,63,56.1,33.3,60.5,9.4,6.4,65.4,"jan","sun"
9,9,71.8,73,69.6,56.1,33.3,66.5,9.4,6.4,75,"jul","mon"
9,9,72.2,72.5,75,56.1,33.3,59.3,9.4,6.4,66.5,"oct","wed"
9,9,72.6,66.7,66.6,56.1,33.3,70.5,9.4,6.4,64,"jun","fri"
9,9,68.9,71.1,72.9,56.1,33.3,75.6,9.4,6.4,68.7,"sep","sun"
9,9,63.4,72.7,72.7,56.1,33.3,62.6,9.4,6.4,69.5,"jan","wed"
9,9,73.2,65.1,75.2,56.1,33.3,67.1,9.4,6.4,75.8,"jun","tue"
9,9,74.2,70.9,73.2,56.1,33.3,68.2,9.4,6.4,65.3,"dec","wed"
9,9,70.6,69.6,71,56.1,33.3,64,9.4,6.4,69,"jul","wed"
9,9,76.3,74,66.4,56.1,33.3,64.6,9.4,6.4,68.4,"mar","wed"
9,9,72.8,65.9,72.7,56.1,33.3,61.7,9.4,6.4,67,"jul","sun"
9,9,70.7,75.1,74.5,56.1,33.3,69.8,9.4,6.4,72.3,"mar","sun"
9,9,68.8,62.4,69.7,56.1,33.3,69.2,9.4,6.4,71.7,"jun","thu"
9,9,65.2,67.8,74.6,56.1,33.3,70.4,9.4,6.4,72,"feb","thu"
9,9,67.3,67.8,63.5,56.1,33.3,72.6,9.4,6.4,73.3,"aug","sat"
9,9,67,68.9,66.9,56.1,33.3,76.7,9.4,6.4,66.8,"apr","sat"
9,9,71.5,76.6,73.5,56.1,33.3,67.9,9.4,6.4,72.7,"sep","mon"
9,9,74.4,69.5,73.9,56.1,33.3,65.4,9.4,6.4,70.3,"jul","fri"
9,9,68.3,72.3,70,56.1,33.3,68.1,9.4,6.4,70.4,"jan","sun"
9,9,75.7,67.2,77.5,56.1,33.3,62.4,9.4,6.4,71.4,"jun","sat"
9,9,67.1,65.8,71.5,56.1,33.3,65.9,9.4,6.4,67.4,"dec","sat"
9,9,66,64.3,71.6,56.1,33.3,70,9.4,6.4,63,"nov","sat"
9,9,67.4,65.5,67.1,56.1,33.3,69.5,9.4,6.4,72.5,"mar","sun"
9,9,72.6,74.5,69.8,56.1,33.3,66.9,9.4,6.4,66.5,"dec","sun"
9,9,73.2,72.7,69.3,56.1,33.3,66.7,9.4,6.4,67.5,"feb","sat"
9,9,67.7,73.8,70.5,56.1,33.3,73.8,9.4,6.4,66.1,"oct","sat"
9,9,65.7,71.5,67.7,56.1,33.3,69.8,9.4,6.4,70,"dec","thu"
9,9,63.3,65.5,63.8,56.1,33.3,72.3,9.4,6.4,72.9,"nov","thu"
9,9,67.4,64,69.3,56.1,33.3,62.5,9.4,6.4,75.4,"feb","mon"
9,9,68.5,62.8,71.1,56.1,33.3,70.5,9.4,6.4,71.4,"dec","tue"
9,9,69.3,66.1,70,56.1,33.3,74.9,9.4,6.4,66.2,"oct","thu"
9,9,64.7,65.8,69.5,56.1,33.3,65.9,9.4,6.4,66.8,"feb","fri"
9,9,68,66.4,69.1,56.1,33.3,68.6,9.4,6.4,70,"sep","wed"
9,9,75.5,64.1,66.9,56.1,33.3,62.3,9.4,6.4,66.6,"dec","tue"
9,9,66.9,73.1,71.1,56.1,33.3,66.9,9.4,6.4,68.9,"oct","fri"
9,9,72.6,62,65.2,56.1,33.3,75.3,9.4,6.4,68.9,"jul","wed"
9,9,74.2,75.3,69.6,56.1,33.3,64.4,9.4,6.4,65.8,"aug","mon"
9,9,77,71.3,66,56.1,33.3,68.9,9.4,6.4,67.7,"sep","wed"
9,9,66.1,62,77.5,56.1,33.3,71,9.4,6.4,69.6,"apr","mon"
9,9,66.9,64.3,70.6,56.1,33.3,65.2,9.4,6.4,72.2,"may","tue"
9,9,63.9,68.5,67.3,56.1,33.3,64.6,9.4,6.4,74.5,"oct","thu"
9,9,64.1,66.9,67.7,56.1,33.3,71,9.4,6.4,70,"nov","mon"
9,9,71.6,67.2,66,56.1,33.3,65.1,9.4,6.4,66.9,"feb","thu"
9,9,68.4,72.9,69.9,56.1,33.3,70.2,9.4,6.4,64.6,"aug","tue"
9,9,67.6,71.2,66,56.1,33.3,69,9.4,6.4,60.8,"apr","mon"
9,9,70.5,70.5,62.9,56.1,33.3,78.3,9.4,6.4,70,"may","thu"
9,9,64.1,66.3,70.2,56.1,33.3,64.4,9.4,6.4,64.8,"apr","tue"
9,9,68.1,68.3,65.6,56.1,33.3,69.6,9.4,6.4,68.9,"jan","wed"
9,9,70.9,70.1,70,56.1,33.3,68.7,9.4,6.4,64,"oct","wed"
9,9,65,66.5,76.9,56.1,33.3,66,9.4,6.4,67.6,"mar","tue"
9,9,76.3,71,73.8,56.1,33.3,72.6,9.4,6.4,68.1,"may","mon"
9,9,68.9,69.5,70.5,56.1,33.3,75.6,9.4,6.4,68.7,"jul","sat"
9,9,69.8,72.5,65,56.1,33.3,64.5,9.4,6.4,68,"aug","mon"
9,9,70.3,68.8,66.6,56.1,33.3,68.1,9.4,6.4,65.1,"mar","sat"
9,9,68.5,70.1,64.9,56.1,33.3,70.4,9.4,6.4,75.3,"nov","tue"
9,9,62.7,65.4,67.9,56.1,33.3,69.5,9.4,6.4,68.5,"nov","tue"
9,9,71.6,65.1,72.9,56.1,33.3,68,9.4,6.4,67.7,"dec","sat"
9,9,69.1,66.8,63.2,56.1,33.3,68.1,9.4,6.4,67.8,"dec","tue"
9,9,66.5,68.3,69.8,56.1,33.3,70.5,9.4,6.4,69.3,"oct","sun"
9,9,77.2,75.9,72.4,56.1,33.3,67.9,9.4,6.4,68.6,"jun","sat"
9,9,72.7,65.8,62.2,56.1,33.3,70.1,9.4,6.4,64.6,"jan","sat"
9,9,67.9,66,65.1,56.1,33.3,62.7,9.4,6.4,74.6,"mar","fri"
9,9,72.3,72.4,69.6,56.1,33.3,61.6,9.4,6.4,68.9,"jul","mon"
9,9,69.2,70.9,66.4,56.1,33.3,69.9,9.4,6.4,65,"feb","mon"
9,9,68.3,68.3,61.3,56.1,33.3,67.8,9.4,6.4,70.7,"jun","thu"
9,9,69.5,68.9,67.3,56.1,33.3,67.6,9.4,6.4,72,"jun","sun"
9,9,64.7,68.9,62.7,56.1,33.3,64.2,9.4,6.4,77,"aug","tue"
9,9,66.5,72.7,66.1,56.1,33.3,66.5,9.4,6.4,69.5,"mar","thu"
9,9,71.1,74.6,76.8,56.1,33.3,75.2,9.4,6.4,66.5,"nov","wed"
9,9,70.7,70.1,65.6,56.1,33.3,69.4,9.4,6.4,68.9,"sep","thu"
9,9,63.4,68.8,68.4,56.1,33.3,72.2,9.4,6.4,65.8,"jan","sun"
9,9,68,73,61.9,56.1,33.3,73.2,9.4,6.4,69.9,"apr","sat"
9,9,74.7,70.3,64.4,56.1,33.3,72.6,9.4,6.4,75.6,"jun","tue"
9,9,71.8,74,66.9,56.1,33.3,64.8,9.4,6.4,67.7,"may","sat"
9,9,68.3,58.1,65.6,56.1,33.3,67.5,9.4,6.4,73.9,"oct","tue"
9,9,67.5,72.2,68.7,56.1,33.3,67.1,9.4,6.4,69.7,"oct","thu"
9,9,67.7,63.5,70.4,56.1,33.3,69.2,9.4,6.4,61.9,"jun","fri"
9,9,68.1,69.8,74.4,56.1,33.3,65.7,9.4,6.4,75.4,"feb","fri"
9,9,66,68.8,73.9,56.1,33.3,69.7,9.4,6.4,65.5,"mar","wed"
9,9,70.1,72.9,64.3,56.1,33.3,71.2,9.4,6.4,60.3,"sep","sat"
9,9,67.9,64.5,67.8,56.1,33.3,64.5,9.4,6.4,63.2,"feb","mon"
9,9,69.4,73,70.6,56.1,33.3,68.2,9.4,6.4,73.5,"dec","sat"
9,9,66.8,72.2,73.1,56.1,33.3,65.8,9.4,6.4,71.4,"nov","wed"
9,9,73.1,69,71.4,56.1,33.3,67.5,9.4,6.4,69.8,"may","mon"
9,9,59.9,69.4,66.9,56.1,33.3,63.7,9.4,6.4,67,"sep","sat"
9,9,70.8,70.7,64.7,56.1,33.3,70.7,9.4,6.4,63.2,"mar","wed"
9,9,64.9,68.5,61.9,56.1,33.3,73.5,9.4,6.4,74.9,"dec","mon"
9,9,66.1,65.6,67.8,56.1,33.3,67.7,9.4,6.4,67,"feb","fri"
9,9,68,77.2,66.9,56.1,33.3,79.8,9.4,6.4,70.7,"jul","thu"
9,9,66.4,71.5,62.9,56.1,33.3,60.9,9.4,6.4,74.5,"may","wed"
9,9,66.4,67.9,76.1,56.1,33.3,69.6,9.4,6.4,68.5,"nov","tue"
9,9,67.8,71.5,75.6,56.1,33.3,73.3,9.4,6.4,63.8,"dec","sun"
9,9,64.2,75.8,59.4,56.1,33.3,69.1,9.4,6.4,65.6,"nov","fri"
9,9,63,67.3,70.2,56.1,33.3,71.2,9.4,6.4,68.4,"may","tue"
9,9,66.3,65.2,71.7,56.1,33.3,77.3,9.4,6.4,70.1,"apr","wed"
9,9,68.2,67.8,59.5,56.1,33.3,75.4,9.4,6.4,70.3,"jan","fri"
9,9,63.4,67.9,68,56.1,33.3,67.3,9.4,6.4,71.9,"feb","sun"
9,9,70.2,66.3,72.7,56.1,33.3,72.4,9.4,6.4,69.1,"nov","mon"
9,9,70.4,71.3,67.9,56.1,33.3,75.5,9.4,6.4,67.5,"may","mon"
9,9,68.6,70.2,66.8,56.1,33.3,68,9.4,6.4,71.3,"nov","thu"
9,9,70.9,73.4,68.3,56.1,33.3,69.6,9.4,6.4,63.2,"dec","thu"
9,9,69.6,66.8,61.9,56.1,33.3,67.1,9.4,6.4,71.2,"jan","fri"
9,9,63.6,65.6,70,56.1,33.3,70.5,9.4,6.4,66.5,"dec","wed"
9,9,70.3,66.4,66.8,56.1,33.3,65.7,9.4,6.4,66.6,"oct","thu"
9,9,67,75,66.1,56.1,33.3,70.6,9.4,6.4,64.5,"oct","sat"
9,9,70.6,61.8,63.5,56.1,33.3,73.1,9.4,6.4,65.5,"dec","mon"
9,9,69,66,63.8,56.1,33.3,71.5,9.4,6.4,70.4,"dec","wed"
9,9,71.8,68.1,66.7,56.1,33.3,68,9.4,6.4,65.4,"aug","fri"
9,9,66.9,70.2,72.8,56.1,33.3,68.3,9.4,6.4,64.1,"sep","sun"
9,9,73.1,71.6,63.7,56.1,33.3,64.6,9.4,6.4,70,"apr","fri"
9,9,64.7,67.7,70.3,56.1,33.3,64.7,9.4,6.4,67.9,"feb","thu"
9,9,75.1,66.7,65.1,56.1,33.3,66.3,9.4,6.4,73.6,"may","sat"
9,9,73,74,66.9,56.1,33.3,70,9.4,6.4,69.4,"feb","fri"
9,9,66.8,66.6,58.7,56.1,33.3,71.8,9.4,6.4,75.2,"sep","wed"
9,9,73.3,67.9,67.5,56.1,33.3,61.6,9.4,6.4,65.1,"jun","thu"
9,9,67,67.8,60.5,56.1,33.3,69.7,9.4,6.4,69.7,"aug","sat"
9,9,75.5,67.1,67.1,56.1,33.3,65,9.4,6.4,71.5,"may","sat"
9,9,74.6,70.9,66.1,56.1,33.3,69.5,9.4,6.4,70.8,"dec","wed"
9,9,75.1,72.3,64.8,56.1,33.3,70.4,9.4,6.4,66.7,"oct","wed"
9,9,69,71.5,72.1,56.1,33.3,70.1,9.4,6.4,68.5,"mar","sat"
9,9,61.6,66.8,77.7,56.1,33.3,69.8,9.4,6.4,70,"apr","thu"
9,9,66.1,63.9,65.9,56.1,33.3,67.4,9.4,6.4,69,"nov","mon"
9,9,65.4,67.7,71.6,56.1,33.3,70.1,9.4,6.4,70,"oct","wed"
9,9,70.2,66.1,69.3,56.1,33.3,69,9.4,6.4,69.5,"mar","tue"
9,9,68,75.7,73.5,56.1,33.3,68.3,9.4,6.4,74.5,"dec","thu"
9,9,75.6,75.6,76.2,56.1,33.3,68.4,9.4,6.4,67.9,"nov","tue"
9,9,71.1,67.8,70.6,56.1,33.3,68.9,9.4,6.4,70,"jun","wed"
9,9,69.7,64.7,67.6,56.1,33.3,67.3,9.4,6.4,68.2,"jul","thu"
9,9,71.7,67.8,62.2,56.1,33.3,72.3,9.4,6.4,68.5,"sep","wed"
9,9,70.3,68.9,71.7,56.1,33.3,73.2,9.4,6.4,71.7,"oct","sat"
9,9,72.2,65.8,74.9,56.1,33.3,68.4,9.4,6.4,69,"sep","tue"
9,9,75.8,69.1,69.9,56.1,33.3,72.8,9.4,6.4,64.8,"oct","wed"
9,9,71.4,75.4,68.1,56.1,33.3,67.2,9.4,6.4,66.3,"sep","sat"
9,9,73.6,71.3,74.1,56.1,33.3,66.3,9.4,6.4,61.9,"jan","wed"
9,9,70.6,64.6,66.7,56.1,33.3,69.7,9.4,6.4,72.1,"jan","wed"
9,9,64.5,71.3,72,56.1,33.3,66.1,9.4,6.4,72.7,"jul","sat"
9,9,76.3,72.6,67.8,56.1,33.3,66.5,9.4,6.4,63.6,"nov","sun"
9,9,71.4,72.7,74.8,56.1,33.3,71.8,9.4,6.4,69.1,"oct","wed"
9,9,66.8,62.8,72.8,56.1,33.3,70.8,9.4,6.4,71,"sep","fri"
9,9,76.5,65.1,66.1,56.1,33.3,65.3,9.4,6.4,77.8,"mar","wed"
9,9,65.6,73.7,69.5,56.1,33.3,66.8,9.4,6.4,62.6,"nov","fri"
9,9,66.6,65.1,68.5,56.1,33.3,72.3,9.4,6.4,63.9,"jan","wed"
9,9,73,65,65.5,56.1,33.3,77,9.4,6.4,67.8,"jul","fri"
9,9,71.3,72.4,78,56.1,33.3,73.8,9.4,6.4,63.4,"dec","wed"
9,9,70.9,66.1,67.8,56.1,33.3,70,9.4,6.4,70.2,"aug","wed"
9,9,77.7,70.3,72.4,56.1,33.3,77.1,9.4,6.4,61.6,"jun","mon"
9,9,68.1,69.4,72.9,56.1,33.3,69.6,9.4,6.4,71.6,"jan","fri"
9,9,71,75.3,71.6,56.1,33.3,73.7,9.4,6.4,72.4,"oct","sun"
9,9,67.2,71,67.1,56.1,33.3,69.8,9.4,6.4,73.7,"sep","mon"
9,9,71,67.9,71.4,56.1,33.3,66.9,9.4,6.4,70.9,"jan","sat"
9,9,74.3,61.7,70.2,56.1,33.3,64,9.4,6.4,67.3,"aug","wed"
9,9,66.7,73.3,72.8,56.1,33.3,71.3,9.4,6.4,69.4,"jul","wed"
9,9,70.9,67.2,75.5,56.1,33.3,69,9.4,6.4,69.9,"may","sat"
9,9,77.9,72.6,65.4,56.1,33.3,66.1,9.4,6.4,70.2,"apr","sat"
9,9,64,68.9,70.4,56.1,33.3,68.7,9.4,6.4,65.6,"mar","thu"
9,9,68.4,70,68.7,56.1,33.3,73.1,9.4,6.4,73.5,"mar","wed"
9,9,77,66.1,76.8,56.1,33.3,67.2,9.4,6.4,67,"aug","sun"
9,9,70.2,67,65.3,56.1,33.3,69.8,9.4,6.4,69.6,"jan","thu"
9,9,73.2,66.6,72,56.1,33.3,68.6,9.4,6.4,72.3,"dec","thu"
9,9,70,72.2,73.1,56.1,33.3,65.9,9.4,6.4,65.3,"may","wed"
9,9,69.5,69.6,71,56.1,33.3,74.5,9.4,6.4,72.7,"may","thu"
9,9,74,62.8,64.4,56.1,33.3,71.6,9.4,6.4,67.9,"apr","sun"
9,9,67.3,74.4,67.3,56.1,33.3,71.4,9.4,6.4,72.6,"oct","fri"
9,9,67.8,72.1,66.2,56.1,33.3,69.5,9.4,6.4,69.7,"jan","tue"
9,9,73.9,65.6,65.2,56.1,33.3,71.7,9.4,6.4,67.9,"jun","tue"
9,9,62.3,65.8,69.2,56.1,33.3,67.8,9.4,6.4,68.8,"jun","sat"
9,9,72.8,69.3,70.5,56.1,33.3,73.6,9.4,6.4,72.8,"aug","sun"
9,9,69.8,67.2,69.6,56.1,33.3,71.1,9.4,6.4,71.8,"apr","mon"
9,9,75.7,73.7,66.7,56.1,33.3,64.6,9.4,6.4,67.2,"sep","wed"
9,9,70.2,66.3,67.9,56.1,33.3,70.3,9.4,6.4,64.2,"jan","tue"
9,9,69.9,68.7,66.9,56.1,33.3,61.7,9.4,6.4,69.6,"apr","fri"
9,9,66.2,69.7,66.1,56.1,33.3,68.7,9.4,6.4,73,"apr","sat"
9,9,67.9,70.7,66.9,56.1,33.3,74.3,9.4,6.4,72.3,"feb","sat"
9,9,68,65.3,74.2,56.1,33.3,70.1,9.4,6.4,80.1,"nov","mon"
9,9,73.2,71.3,72.4,56.1,33.3,66.3,9.4,6.4,67,"jun","mon"
9,9,69.4,69.8,70.1,56.1,33.3,68.3,9.4,6.4,66.1,"jan","sun"
9,9,66.2,65.3,74.7,56.1,33.3,67.2,9.4,6.4,67.9,"oct","mon"
9,9,66.5,75.2,66.1,56.1,33.3,73.6,9.4,6.4,65.9,"apr","fri"
9,9,71.6,69.5,71.8,56.1,33.3,73.9,9.4,6.4,65.6,"jul","mon"
9,9,63.8,63.8,68.7,56.1,33.3,64.6,9.4,6.4,68.4,"nov","sun"
9,9,69.9,70.7,69.8,56.1,33.3,68.7,9.4,6.4,74.5,"jul","fri"
9,9,65,67.5,68.2,56.1,33.3,75.1,9.4,6.4,71.4,"oct","sun"
9,9,72.6,69.7,65.2,56.1,33.3,71.8,9.4,6.4,66.6,"may","wed"
9,9,76,66.7,70.2,56.1,33.3,69.4,9.4,6.4,70.2,"oct","sat"
9,9,77.5,70.4,72.2,56.1,33.3,64,9.4,6.4,66.6,"nov","sat"
9,9,68.5,67.2,74.6,56.1,33.3,65.2,9.4,6.4,63.5,"dec","mon"
9,9,66.5,64.3,67.8,56.1,33.3,69.8,9.4,6.4,63.3,"jun","mon"
9,9,71.9,61,70.4,56.1,33.3,68,9.4,6.4,68.5,"nov","sat"
9,9,64.9,73.5,65.2,56.1,33.3,74,9.4,6.4,73.1,"jul","tue"
9,9,65.2,69,67.7,56.1,33.3,71.6,9.4,6.4,69.4,"jul","sat"
9,9,70.1,65.6,69.6,56.1,33.3,65.1,9.4,6.4,58.9,"oct","fri"
9,9,66.1,70.6,69,56.1,33.3,75.6,9.4,6.4,73.1,"nov","sun"
9,9,71.8,70.5,72.5,56.1,33.3,74,9.4,6.4,64.9,"aug","fri"
9,9,70.1,66.2,68.7,56.1,33.3,68.2,9.4,6.4,74.9,"mar","sun"
9,9,75.2,69.4,72.4,56.1,33.3,68.3,9.4,6.4,70.7,"jan","fri"
9,9,72.5,77.1,67,56.1,33.3,65.7,9.4,6.4,64.1,"jul","sat"
9,9,72.3,66.6,72.2,56.1,33.3,61.4,9.4,6.4,70.3,"may","wed"
9,9,72.5,65.1,69.4,56.1,33.3,71.5,9.4,6.4,68.4,"aug","wed"
9,9,70.8,64.7,62.9,56.1,33.3,61.1,9.4,6.4,68.4,"jul","tue"
9,9,66.6,61.9,67.5,56.1,33.3,66.1,9.4,6.4,72.7,"aug","mon"
9,9,67.3,70.7,71.6,56.1,33.3,67.5,9.4,6.4,69.1,"jan","wed"
9,9,72.8,69.7,74.4,56.1,33.3,64.9,9.4,6.4,65.2,"apr","fri"
9,9,71.3,70.9,71,56.1,33.3,68.5,9.4,6.4,70,"may","fri"
9,9,68,67.2,63.2,56.1,33.3,67.8,9.4,6.4,73.7,"jan","fri"
9,9,73.4,65.5,66.1,56.1,33.3,67.9,9.4,6.4,69.1,"may","fri"
9,9,65.6,63.8,68.6,56.1,33.3,67.2,9.4,6.4,70.2,"jun","sat"
9,9,71.5,66.8,68.5,56.1,33.3,69.5,9.4,6.4,60.9,"jan","fri"
9,9,65.1,64,69.5,56.1,33.3,59.2,9.4,6.4,69.7,"nov","sat"
9,9,65.5,72.1,71.9,56.1,33.3,73.3,9.4,6.4,66.2,"oct","fri"
9,9,69.6,69.9,69.4,56.1,33.3,68.7,9.4,6.4,64.7,"jan","sat"
9,9,66.8,61.4,76.2,56.1,33.3,64,9.4,6.4,66.8,"nov","wed"
9,9,67.7,66.3,69.9,56.1,33.3,72.7,9.4,6.4,63,"aug","wed"
9,9,74.8,67.4,66.9,56.1,33.3,67.1,9.4,6.4,64.5,"dec","sat"
9,9,69.7,71.3,72.5,56.1,33.3,72.8,9.4,6.4,64.2,"dec","thu"
9,9,66.6,70.6,67.9,56.1,33.3,70.6,9.4,6.4,77.4,"dec","fri"
9,9,65.7,62.8,71.6,56.1,33.3,66.6,9.4,6.4,70.2,"nov","thu"
9,9,69.7,69.3,65.3,56.1,33.3,69.1,9.4,6.4,70.5,"apr","mon"
9,9,68,74.1,75,56.1,33.3,65.6,9.4,6.4,71.6,"oct","sun"
9,9,70.9,72.1,67.3,56.1,33.3,71,9.4,6.4,71.8,"jun","sat"
9,9,70.6,75.2,74,56.1,33.3,63.7,9.4,6.4,67.5,"apr","sat"
9,9,73.9,67.5,74.6,56.1,33.3,63.6,9.4,6.4,70.7,"feb","sat"
9,9,74,66.4,70.4,56.1,33.3,68,9.4,6.4,56.9,"may","tue"
9,9,63.3,64.3,68.2,56.1,33.3,66.5,9.4,6.4,70.5,"jul","mon"
9,9,62.7,66.6,70.9,56.1,33.3,71.5,9.4,6.4,78.9,"may","tue"
9,9,63.1,69.6,68.7,56.1,33.3,70.1,9.4,6.4,69.8,"may","mon"
9,9,74.1,70.8,64.7,56.1,33.3,64.2,9.4,6.4,65.9,"nov","sat"
9,9,72,69.3,69.6,56.1,33.3,73,9.4,6.4,68,"jan","tue"
9,9,72.7,64,70.2,56.1,33.3,65.9,9.4,6.4,66.2,"mar","sat"
9,9,70.6,68.1,72.3,56.1,33.3,71,9.4,6.4,66.8,"mar","fri"
9,9,69.4,64.4,67.1,56.1,33.3,75.5,9.4,6.4,72,"jan","sun"
9,9,69.9,69.3,68.3,56.1,33.3,70.5,9.4,6.4,76.4,"jan","wed"
9,9,73.3,72.2,63.5,56.1,33.3,73.7,9.4,6.4,72,"aug","sun"
9,9,67.5,70.5,72.1,56.1,33.3,66.5,9.4,6.4,68.4,"mar","mon"
9,9,75.2,74.6,74.9,56.1,33.3,68.8,9.4,6.4,63.4,"feb","wed"
9,9,63.7,72.2,69.1,56.1,33.3,66.7,9.4,6.4,65.9,"aug","sun"
9,9,68.7,63.4,67.1,56.1,33.3,66.6,9.4,6.4,65,"jan","thu"
9,9,75.6,63.1,69.1,56.1,33.3,69.7,9.4,6.4,61.2,"dec","sun"
9,9,66.5,68,67.2,56.1,33.3,73.6,9.4,6.4,70.7,"apr","tue"
9,9,69.7,70.7,72.6,56.1,33.3,72.3,9.4,6.4,74.4,"mar","sun"
9,9,65.5,70.6,65.9,56.1,33.3,72.2,9.4,6.4,72.1,"jun","tue"
9,9,75.2,73.8,68.3,56.1,33.3,65,9.4,6.4,78.7,"jan","thu"
9,9,73.3,78,69.3,56.1,33.3,73.1,9.4,6.4,67.8,"jan","fri"
9,9,63.8,67,67.3,56.1,33.3,74.5,9.4,6.4,65.3,"may","mon"
9,9,70.1,70.4,68.7,56.1,33.3,66.6,9.4,6.4,66.1,"dec","mon"
9,9,62.3,71.2,69.8,56.1,33.3,70.4,9.4,6.4,68.2,"may","sat"
9,9,71.6,64.1,68.5,56.1,33.3,61.2,9.4,6.4,68.4,"sep","sat"
9,9,72.4,64.4,63.3,56.1,33.3,57.5,9.4,6.4,74.4,"feb","wed"
9,9,72.9,69.8,68.1,56.1,33.3,71.9,9.4,6.4,71.9,"dec","sun"
9,9,74.9,66.2,67.7,56.1,33.3,75,9.4,6.4,69.1,"mar","thu"
9,9,75.9,67.3,73.6,56.1,33.3,67.8,9.4,6.4,73.9,"apr","thu"
9,9,69.2,71.2,69,56.1,33.3,67,9.4,6.4,65.1,"nov","thu"
9,9,70.7,69.2,66.4,56.1,33.3,60.8,9.4,6.4,71.1,"feb","sat"
9,9,66.9,69,69.8,56.1,33.3,70.8,9.4,6.4,73.1,"may","sat"
9,9,64.1,65,72.9,56.1,33.3,70.2,9.4,6.4,66.2,"sep","tue"
9,9,69.1,71.5,59.6,56.1,33.3,62.3,9.4,6.4,69.7,"dec","fri"
9,9,59.4,64.9,59.8,56.1,33.3,67.9,9.4,6.4,66.6,"aug","wed"
9,9,67.5,64.2,70.2,56.1,33.3,65.7,9.4,6.4,70.9,"dec","sat"
9,9,64.7,75.1,70.3,56.1,33.3,72.4,9.4,6.4,66.5,"sep","fri"
9,9,69.1,64.2,63.3,56.1,33.3,78.8,9.4,6.4,69.5,"aug","mon"
9,9,75.5,73.7,68.6,56.1,33.3,73.5,9.4,6.4,71,"dec","thu"
9,9,68.2,65.7,76.8,56.1,33.3,64.8,9.4,6.4,67.5,"jun","mon"
9,9,69.2,64.8,77,56.1,33.3,65.9,9.4,6.4,67.9,"jan","tue"
9,9,67,58.1,67.3,56.1,33.3,74,9.4,6.4,67.7,"feb","mon"
9,9,68.3,65,75.9,56.1,33.3,75.8,9.4,6.4,61.7,"nov","thu"
9,9,69,65.3,64.8,56.1,33.3,68.7,9.4,6.4,74.5,"sep","fri"
9,9,61.6,65.4,64.3,56.1,33.3,68.2,9.4,6.4,70.6,"jul","tue"
