"Date","Time","CO(GT)","PT08.S1(CO)","NMHC(GT)","C6H6(GT)","PT08.S2(NMHC)","NOx(GT)","PT08.S3(NOx)","NO2(GT)","PT08.S4(NO2)","PT08.S5(O3)","T","RH","AH"
2004-08-04,1899-12-31 04:00:00,-200,868.25,-200,2.99983726224876,652,-200,961.5,-200,1525.75,740,26.974999904633,51.75,1.81465337839003
2004-08-04,1899-12-31 05:00:00,-200,877.25,-200,3.02785938594253,653.75,-200,987.25,-200,1528.5,801,26.824999809265,50.89999961853,1.76929964243952
2004-08-04,1899-12-31 06:00:00,-200,1055.5,-200,7.84447211735085,892.75,-200,732.5,-200,1742.5,1131.5,25.000000476837,56.974999427795,1.77922843127197
2004-08-04,1899-12-31 07:00:00,-200,1288,-200,19.3351630436351,1277.75,-200,521.25,-200,2181.75,1472.5,26.224999904633,52.824999809265,1.7729078548378
2004-08-04,1899-12-31 08:00:00,-200,1380.5,-200,26.0007348069456,1454.25,-200,455.25,-200,2403.75,1606.75,28.275000095367,47.550000190735,1.79806845123927
2004-08-04,1899-12-31 09:00:00,-200,1112.75,-200,10.6323922518623,1001,-200,663,-200,1782.75,1146.25,29.875,42.14999961853,1.74744004521414
2004-08-04,1899-12-31 10:00:00,-200,1062.25,-200,8.24599876697369,909.25,-200,764.25,-200,1687.25,866.75,32.975000858307,35.425000190735,1.75035792495541
2004-08-04,1899-12-31 11:00:00,-200,1093.5,-200,9.94330459047137,975.5,-200,718.75,-200,1752.5,869.25,35.60000038147,30.599999904633,1.74934629446297
2004-08-04,1899-12-31 12:00:00,-200,1050.25,-200,8.57460323205029,922.5,-200,747,-200,1661.5,743.75,37.075000762939,27.924999237061,1.73087827601668
2004-08-04,1899-12-31 13:00:00,-200,1055.75,-200,8.66859690079334,926.25,-200,747.5,-200,1643,701.5,37.925000190735,25.650000572205,1.66512732439503
2004-08-04,1899-12-31 14:00:00,-200,943.5,-200,6.03663542009422,813.5,-200,851.5,-200,1489,553.5,37.224999427795,23.625,1.47637899383032
2004-08-04,1899-12-31 15:00:00,-200,1003.25,-200,8.03200371642548,900.5,-200,812.75,-200,1589,661.25,39.124999046326,21.699999332428,1.50311165026408
2004-08-04,1899-12-31 16:00:00,-200,1017.75,-200,7.56376117447344,881,-200,827.5,-200,1590.25,629.75,39.300000190735,21.974999904633,1.53656409734872
2004-08-04,1899-12-31 17:00:00,-200,1107.75,-200,10.6735386601622,1002.5,-200,726.75,-200,1709.5,802.5,38.199999809265,23.77499961853,1.56659137602837
2004-08-04,1899-12-31 18:00:00,-200,1048.5,-200,8.68116238708884,926.75,-200,750,-200,1658.75,727,34.025000572205,33.199999809265,1.73948221231603
2004-08-04,1899-12-31 19:00:00,-200,1078.25,-200,7.95313149756852,897.25,-200,731.5,-200,1751.25,893.5,25.525000095367,58.64999961853,1.88912554813897
2004-08-04,1899-12-31 20:00:00,-200,998.75,-200,7.22919401339905,866.75,-200,785,-200,1644,864.25,27.224999427795,46.024998664856,1.63757620753199
2004-08-04,1899-12-31 21:00:00,-200,942.5,-200,5.69633287168699,797.5,-200,845.5,-200,1571.25,743,27.625000476837,45.249999046326,1.64787220598854
2004-08-04,1899-12-31 22:00:00,-200,986.75,-200,5.53453348662345,789.75,-200,838.25,-200,1607.75,829.5,25.425000667572,52.675000190735,1.68670829156783
2004-08-04,1899-12-31 23:00:00,-200,938.5,-200,4.60587512452493,743.25,-200,893.75,-200,1539.25,674.5,26.125,49.425000190735,1.64910347598207
2004-08-05,1899-12-31 00:00:00,-200,1014.5,-200,6.61866637230466,840,-200,783.25,-200,1664,839,24.97500038147,53.625,1.67214233476278
2004-08-05,1899-12-31 01:00:00,-200,934.5,-200,4.47714535216945,736.5,-200,869,-200,1548,757.5,25.449999809265,52.949999809265,1.69801249876987
2004-08-05,1899-12-31 02:00:00,-200,908.25,-200,3.80380811417981,699.75,-200,922,-200,1546.75,643.5,25.375000476837,54.449999809265,1.73841705752257
2004-08-05,1899-12-31 03:00:00,-200,852.75,-200,2.28933986902153,605,-200,1031.5,-200,1487.75,614.5,25.375,54.60000038147,1.74320605453435
2004-08-05,1899-12-31 04:00:00,-200,850.5,-200,2.1005358816885,591.5,-200,1053.5,-200,1482.25,578.25,24.5,57.14999961853,1.73266380390514
2004-08-05,1899-12-31 05:00:00,-200,957,-200,3.88819898343828,704.5,-200,856.5,-200,1577.75,842.5,22.75,63.675001144409,1.73921131396376
2004-08-05,1899-12-31 06:00:00,-200,1059,-200,6.51822366907414,835.5,-200,742,-200,1674.5,1113,22.599999904633,64.125000953674,1.73580802372276
2004-08-05,1899-12-31 07:00:00,-200,1260.5,-200,14.539883225021,1134,-200,557,-200,2015,1387.5,24.349999904633,58,1.74286138037031
2004-08-05,1899-12-31 08:00:00,-200,1215.25,-200,15.0526385345916,1150.25,-200,573.5,-200,1961.5,1309.75,26.525000095367,50.39999961853,1.72148524665459
2004-08-05,1899-12-31 09:00:00,-200,1096.5,-200,9.02335795018982,940.25,-200,675.75,-200,1727.25,1056.25,28.074999809265,45.39999961853,1.69702429005663
2004-08-05,1899-12-31 10:00:00,-200,1135,-200,11.439854734855,1030,-200,662.25,-200,1788.75,1103.5,31.675000190735,36.674999713898,1.68428638676271
2004-08-05,1899-12-31 11:00:00,-200,1117.25,-200,11.1655705274525,1020.25,104,706.25,115,1731,972.5,35.824999809265,28.724999427795,1.66262074873235
2004-08-05,1899-12-31 12:00:00,-200,1108.25,-200,10.1977220663889,985,98,726.75,108,1707.5,1001.25,36.800000190735,27.224999904633,1.66233667058365
2004-08-05,1899-12-31 13:00:00,-200,1037.75,-200,8.16011292462577,905.75,66,807.75,86,1566.5,747.25,38.324999809265,24.450000286102,1.62201008933981
2004-08-05,1899-12-31 14:00:00,-200,984.75,-200,6.57952751662502,838.25,60,849.75,84,1540.75,652.75,34.175000190735,30.849999427795,1.6298990075867
2004-08-05,1899-12-31 15:00:00,-200,1099.5,-200,6.44055472061233,832,85,767,97,1695,933.75,28.674999713898,51.35000038147,1.98711554195076
2004-08-05,1899-12-31 16:00:00,-200,1066.75,-200,6.96391121065951,855.25,90,747.75,102,1700,811.25,23.900000095367,69.050001144409,2.02015866201894
2004-08-05,1899-12-31 17:00:00,-200,1139.75,-200,9.59960545219535,962.5,122,669,102,1815.25,918,21.474999904633,78.824998855591,1.99385344269792
2004-08-05,1899-12-31 18:00:00,-200,1112.75,-200,9.36468557992257,953.5,117,681.5,99,1801.25,898.75,21.550000190735,78.47500038147,1.99402497822389
2004-08-05,1899-12-31 19:00:00,-200,1124.25,-200,10.1775368968764,984.25,115,677.75,97,1826,902.25,21.474999904633,78.350002288818,1.98183855460811
2004-08-05,1899-12-31 20:00:00,-200,1055.75,-200,7.682679548673,886,127,731.5,101,1721,899.75,20.800000190735,80.875001907349,1.96366908666908
2004-08-05,1899-12-31 21:00:00,-200,1002.25,-200,5.39523408473876,783,79,805,92,1622.75,874.75,20.675000190735,81.824998855591,1.97169313368675
2004-08-05,1899-12-31 22:00:00,-200,970.75,-200,5.51380105688163,788.75,61,815.5,70,1593.75,879,23.125000476837,70.099999427795,1.95819886213164
2004-08-05,1899-12-31 23:00:00,-200,1000.6666666667,-200,5.73489840411988,799.33333333333,67,829,72,1618.6666666667,859,22.700000127157,68.399997711182,1.86267418057228
2004-08-06,1899-12-31 00:00:00,-200,1057.75,-200,7.22338207606871,866.5,93,730.5,80,1685.25,1047.5,22.125,72.625,1.91053713370788
2004-08-06,1899-12-31 01:00:00,-200,1030,-200,6.80450909105423,848.25,77,733.75,71,1690.75,1047.75,21.824999809265,74.125,1.91504386097881
2004-08-06,1899-12-31 02:00:00,-200,950,-200,4.97158376146257,762,60,826.5,69,1615.5,959.25,21.949999809265,72.77499961853,1.89439797203565
2004-08-06,1899-12-31 03:00:00,-200,912.25,-200,4.10033649891274,716.25,-200,875,-200,1586.25,897.5,21.699999332428,73.174999237061,1.87628568539913
2004-08-06,1899-12-31 04:00:00,-200,892.5,-200,3.38535010842563,675.5,45,930,55,1567,859,21.424999713898,75.47500038147,1.90334925669608
2004-08-06,1899-12-31 05:00:00,0.7,938.25,-200,4.42514646284698,733.75,65,846.75,57,1607,946.75,21.449999809265,75.5,1.90686223879025
2004-08-06,1899-12-31 06:00:00,1.2,1065.25,-200,7.7484214964439,888.75,94,722.25,56,1760.25,1081,21.875,74.850002288818,1.93961784363198
2004-08-06,1899-12-31 07:00:00,2.3,1239.5,-200,13.5523932998183,1102,205,588,72,1988.5,1256.5,22,75.89999961853,1.98170956541226
2004-08-06,1899-12-31 08:00:00,3,1307.25,-200,19.061891730528,1270,240,515.5,84,2191,1403.75,22.525000095367,74.925001144409,2.01904055121961
2004-08-06,1899-12-31 09:00:00,2.9,1228.75,-200,16.2729132231483,1188,237,556.75,97,2033.25,1412,24.450000286102,66.199999809265,2.0010998573822
2004-08-06,1899-12-31 10:00:00,2.6,1220,-200,14.150622610387,1121.5,245,600.75,107,1974.25,1428,25.599999427795,61.22500038147,1.98079031723901
2004-08-06,1899-12-31 11:00:00,2.6,1218.25,-200,15.6213592195707,1168,206,607,117,2000.25,1450.75,29.275000095367,48.350001335144,1.93673357802089
2004-08-06,1899-12-31 12:00:00,2.6,1170.5,-200,14.3836386480884,1129,156,630.75,120,1911,1346.25,33.549999237061,36.049999237061,1.8394538838684
2004-08-06,1899-12-31 13:00:00,2.1,1066.75,-200,10.4752925410855,995.25,126,716.5,110,1729.75,1092.75,35.625,29.775000095367,1.704528080783
2004-08-06,1899-12-31 14:00:00,1.7,1053.75,-200,10.204454244911,985.25,108,735,104,1741.75,939.75,33.699999809265,33.400000095367,1.71856117168995
2004-08-06,1899-12-31 15:00:00,1.9,1051,-200,10.6804029812894,1002.75,102,711.25,110,1715,909.25,34.074999809265,33.325000286102,1.75089589850041
2004-08-06,1899-12-31 16:00:00,2.5,1102.75,-200,11.5887201950825,1035.25,110,672,111,1833.75,1004.5,31.525000572205,43.47500038147,1.97971222041922
2004-08-06,1899-12-31 17:00:00,1.1,969.75,-200,7.88062109513831,894.25,57,761,64,1649.25,756,32.474999904633,40.550000190735,1.94813999737036
2004-08-06,1899-12-31 18:00:00,2.1,1100.25,-200,11.6670246001921,1038,109,668.25,92,1873.25,1080,29.77499961853,45.22500038147,1.86422717741877
2004-08-06,1899-12-31 19:00:00,2.6,1129.25,-200,14.6261243330976,1136.75,151,606.25,114,1951.5,1219.75,27.650000095367,49.875,1.81893858567723
2004-08-06,1899-12-31 20:00:00,2.6,1125.5,-200,13.1522058183236,1088.75,153,620.25,116,1886,1207.5,26.35000038147,54.60000038147,1.84594484279529
2004-08-06,1899-12-31 21:00:00,1.7,1018.5,-200,9.82374867012463,971,103,691.75,94,1759.75,1057.25,25.47500038147,57.950000762939,1.86109173774175
2004-08-06,1899-12-31 22:00:00,1.5,1010.5,-200,8.76933794439815,930.25,76,727.5,77,1722.75,1008.75,25.075000286102,59.925000190735,1.87965911909635
2004-08-06,1899-12-31 23:00:00,1.8,1038.75,-200,10.3665943177118,991.25,93,684.5,74,1819.5,1087.75,24.125000476837,63.500000953674,1.88280985408989
2004-08-07,1899-12-31 00:00:00,1.4,973.75,-200,8.49972306634666,919.5,75,717.75,62,1755,1061.5,23.799999713898,64.974999427795,1.88965534534477
2004-08-07,1899-12-31 01:00:00,1.2,924.75,-200,6.42396303707995,831.25,57,789.25,57,1662,974.75,23.400000095367,64.900000572205,1.84298467742228
2004-08-07,1899-12-31 02:00:00,0.7,810,-200,3.36434522657517,674.25,32,975.5,45,1530,793,24.449999809265,58.60000038147,1.77136630556515
2004-08-07,1899-12-31 03:00:00,0.6,800.25,-200,2.615500324411,627.25,-200,1032.25,-200,1519.25,786.75,23.324999809265,63.299999237061,1.78951456938423
2004-08-07,1899-12-31 04:00:00,0.7,812.5,-200,2.88100334474736,644.5,42,989.75,49,1530,802.25,21.900000095367,67.10000038147,1.74141337524789
2004-08-07,1899-12-31 05:00:00,0.5,787.75,-200,2.27511726483033,604,37,1067.75,45,1506.75,753.5,23.60000038147,61.200000762939,1.75878034070156
2004-08-07,1899-12-31 06:00:00,0.6,815,-200,3.28918972276149,669.75,44,970.5,44,1538,774.25,22.574999809265,63.399998664856,1.71360868250394
2004-08-07,1899-12-31 07:00:00,0.9,867.75,-200,5.1412815724,770.5,51,839.5,43,1607.5,860,22.900000572205,62.60000038147,1.72529299509714
2004-08-07,1899-12-31 08:00:00,1.2,951.25,-200,7.682679548673,886,74,742.25,51,1705,987.75,23.349999427795,61.825000762939,1.75042802496605
2004-08-07,1899-12-31 09:00:00,2,1075.25,-200,10.50254259546,996.25,115,649.25,84,1838,1113,25.400000095367,56.175001144409,1.79613466354629
2004-08-07,1899-12-31 10:00:00,1.9,1057.5,-200,10.9357039595264,1012,109,676.25,96,1781.75,1062.75,30.599999904633,41.89999961853,1.81043107792203
2004-08-07,1899-12-31 11:00:00,1.7,1011.75,-200,8.36935719483485,914.25,80,759.75,88,1653.25,858,33.500000953674,34,1.73001627799898
2004-08-07,1899-12-31 12:00:00,1.2,929,-200,5.97218808081966,810.5,57,861.5,67,1541,641.75,35.549999237061,29.824999332428,1.7003503752582
2004-08-07,1899-12-31 13:00:00,1.1,901.5,-200,6.02049594126578,812.75,56,874.5,64,1517.75,587.5,37.5,24.650000095367,1.5636781723111
2004-08-07,1899-12-31 14:00:00,1,835.5,-200,4.73130448560331,749.75,43,959.5,54,1390,483.5,35.124999046326,25.175000190735,1.40198296955484
2004-08-07,1899-12-31 15:00:00,1,857.5,-200,5.25745138261668,776.25,43,947.25,56,1430.75,498,38.125000953674,21.124999523163,1.38633162936908
2004-08-07,1899-12-31 16:00:00,1,886.25,-200,5.80177270496626,802.5,51,939,68,1459.75,537.75,38.52499961853,21.849999427795,1.46529259064085
2004-08-07,1899-12-31 17:00:00,1.2,973.5,-200,6.46270534103099,833,46,863.75,67,1577,565.25,36.825000762939,29.500000476837,1.80370930144493
2004-08-07,1899-12-31 18:00:00,1.6,1007.5,-200,8.37554560724703,914.5,71,783,95,1642.5,671.5,34.89999961853,33.424999713898,1.83840583123386
2004-08-07,1899-12-31 19:00:00,1.6,990.25,-200,8.3199201197592,912.25,65,777.25,86,1647.75,688.75,32.174999237061,37.375,1.76554467253901
2004-08-07,1899-12-31 20:00:00,1.6,980.5,-200,8.43753694441626,917,78,739.5,93,1649.25,713.75,29.675000190735,41.675000190735,1.7080862441526
2004-08-07,1899-12-31 21:00:00,1.3,953.5,-200,6.35227671107466,828,51,792.75,68,1589.25,630.75,27.724999427795,47.35000038147,1.73438303134651
2004-08-07,1899-12-31 22:00:00,1.9,1030,-200,10.2853880693399,988.25,84,686,95,1750.5,828.75,27.25,49.400000572205,1.76021844012957
2004-08-07,1899-12-31 23:00:00,1.9,1032.5,-200,10.9010536447552,1010.75,89,681,93,1767.75,875,26.27499961853,51.25,1.7250933540381
2004-08-08,1899-12-31 00:00:00,1.5,962.75,-200,7.35170465212082,872,65,767,69,1617,802.5,25.650000095367,54.074999809265,1.7546223677836
2004-08-08,1899-12-31 01:00:00,1.1,917.75,-200,5.84417929879349,804.5,43,816.25,55,1571,758.5,25.424999713898,55.050000190735,1.76275816269754
2004-08-08,1899-12-31 02:00:00,0.8,868,-200,4.46767174927989,736,32,893.5,39,1548,637.5,24.925000190735,57.324999809265,1.78224247562447
2004-08-08,1899-12-31 03:00:00,0.9,886,-200,4.61067274768936,743.5,-200,868.75,-200,1589.5,699.75,24.125,61.849998474121,1.83388632368432
2004-08-08,1899-12-31 04:00:00,0.6,813.25,-200,2.35020689048021,609.25,22,1016.5,33,1472.5,615,23.875,61.175000190735,1.78710291861208
2004-08-08,1899-12-31 05:00:00,0.6,815.25,-200,2.44461124549951,615.75,21,1079.5,29,1532,595.75,23.849999904633,61.300000190735,1.78809153235526
2004-08-08,1899-12-31 06:00:00,0.7,814.5,-200,2.60420555970309,626.5,27,1048.5,36,1518,649.5,23.375,61.700000762939,1.74949943268002
2004-08-08,1899-12-31 07:00:00,0.6,835,-200,2.77194444967985,637.5,31,1023.5,38,1506.25,655.25,24.325000286102,58.35000038147,1.7507796010049
2004-08-08,1899-12-31 08:00:00,1,920.5,-200,4.50561747375635,738,46,901.25,47,1585,779,25.125000476837,56.574999809265,1.77982593664472
2004-08-08,1899-12-31 09:00:00,1.2,963.25,-200,5.20680680660831,773.75,62,839.25,64,1621.25,758.25,27.299999713898,51.349999427795,1.83503122282266
2004-08-08,1899-12-31 10:00:00,1,934.75,-200,4.23361958700393,723.5,43,936,49,1574.25,597.5,29.525000095367,45.925000190735,1.86616972432526
2004-08-08,1899-12-31 11:00:00,1.3,1006.75,-200,4.75559008085243,751,53,848.5,64,1648.75,643.25,27.60000038147,52.400000572205,1.90548685173225
2004-08-08,1899-12-31 12:00:00,1.4,1031.5,-200,4.62027438141923,744,87,813.25,79,1694.5,777.75,25.449999809265,68.000000953674,2.18063931919973
2004-08-08,1899-12-31 13:00:00,0.8,900.75,-200,3.61574218234283,689,36,964.25,45,1542.75,522,32.150000572205,40.275000572205,1.89985941419753
2004-08-08,1899-12-31 14:00:00,0.6,850.66666666667,-200,2.61173308744528,627,21,1129.3333333333,30,1433.3333333333,418.66666666667,31.63333384196,38.93333307902,1.78379367995309
2004-08-08,1899-12-31 15:00:00,0.7,877,-200,3.03990285654735,654.5,27,1060.5,35,1471.25,443.5,33.000000953674,37.349999427795,1.84805947685874
2004-08-08,1899-12-31 16:00:00,0.8,908.75,-200,3.63306502168154,690,29,1038.75,37,1488,473.5,35.075000762939,32.124999523163,1.78408843113557
2004-08-08,1899-12-31 17:00:00,0.9,907.75,-200,4.06843735462537,714.5,38,987.75,46,1479,495,34.999999046326,31.050000190735,1.7172519101634
2004-08-08,1899-12-31 18:00:00,1,925.75,-200,4.99142209964815,763,41,948.75,54,1490.5,504.25,33.800000190735,32.074999332428,1.65961160836404
2004-08-08,1899-12-31 19:00:00,1.5,1010.25,-200,6.51822366907414,835.5,66,847.75,79,1576.5,616,31.125000476837,38.849999427795,1.72947157742003
2004-08-08,1899-12-31 20:00:00,1.5,1030.5,-200,7.25828358606378,868,63,798.25,79,1634.25,689.5,28.974999904633,46.075000762939,1.81405657716926
2004-08-08,1899-12-31 21:00:00,1.7,1069.5,-200,8.13564455537747,904.75,88,745,98,1701.75,846.25,28.125,50.599999427795,1.89687722435151
2004-08-08,1899-12-31 22:00:00,1.9,1124,-200,10.3733737920879,991.5,87,659.5,93,1791.25,1012.5,27.074999809265,54.675000190735,1.92842676614583
2004-08-08,1899-12-31 23:00:00,1.7,1066.25,-200,9.01696978695623,940,86,683.25,89,1743.5,977.75,26.60000038147,56.39999961853,1.93488884431596
2004-08-09,1899-12-31 00:00:00,1.2,1001,-200,6.52935162297458,836,49,770.5,57,1662,820.5,25.77499961853,60.449999809265,1.97594604095441
2004-08-09,1899-12-31 01:00:00,1.1,967.25,-200,6.25905106009058,823.75,40,774,51,1637.25,862,25.5,61.574999809265,1.98042334915893
2004-08-09,1899-12-31 02:00:00,0.8,900.75,-200,4.40159626389495,732.5,27,888,39,1604.5,755,24.85000038147,63.47500038147,1.96471622039529
2004-08-09,1899-12-31 03:00:00,0.5,834.75,-200,2.77580848862704,637.75,-200,996.5,-200,1525.5,714.75,24.275000095367,65.099999427795,1.94752379631474
2004-08-09,1899-12-31 04:00:00,-200,819.5,-200,2.18359338934864,597.5,23,1065,30,1511.25,683.5,23.775000095367,65.699998855591,1.90789754679765
2004-08-09,1899-12-31 05:00:00,0.7,895.5,-200,3.69833972700653,693.75,58,940.75,46,1582.75,853.25,23.174999713898,67.97500038147,1.90452566159211
2004-08-09,1899-12-31 06:00:00,1.2,996,-200,7.35756037487877,872.25,87,755.75,55,1727.25,989.75,23.249999523163,67.474998474121,1.89901301855135
2004-08-09,1899-12-31 07:00:00,2.3,1159.25,-200,15.084439927126,1151.25,143,578.5,63,2004.75,1206.25,24.275000572205,63.275000572205,1.89292740241948
2004-08-09,1899-12-31 08:00:00,2.5,1184.75,-200,15.1083097464741,1152,96,578,42,2002.75,1274,25.500000476837,59.675001144409,1.9193141585291
2004-08-09,1899-12-31 09:00:00,2.4,1167.5,-200,14.6653966957946,1138,16,585,5,1945.75,1336.25,27.650000095367,52.474999427795,1.91376042591693
2004-08-09,1899-12-31 10:00:00,1.4,1043.75,-200,9.79726445479087,970,54,714.75,39,1751.25,1068.25,31.824999809265,38.875,1.80051169354957
2004-08-09,1899-12-31 11:00:00,1.2,982.5,-200,7.95313149756852,897.25,42,800,39,1608.25,803.75,32.674999237061,34.14999961853,1.65920422593475
2004-08-09,1899-12-31 12:00:00,1.6,1031.75,-200,8.30141341676182,911.5,72,763.5,71,1661.25,825.75,34.300000190735,31.47500038147,1.6745120272243
2004-08-09,1899-12-31 13:00:00,1.4,1018.5,-200,7.7484214964439,888.75,54,786.75,65,1629.75,745.25,34.224999427795,31.474999904633,1.66754800647719
2004-08-09,1899-12-31 14:00:00,1.2,981.75,-200,6.70849793298091,844,52,834.5,71,1566.75,638.25,33.875,32.349999904633,1.68085017981979
2004-08-09,1899-12-31 15:00:00,1.5,1016.25,-200,7.5459916657289,880.25,64,782.5,72,1616.5,683.75,34.35000038147,31.875,1.70050860907487
2004-08-09,1899-12-31 16:00:00,1.4,-200,-200,-200,-200,70,-200,76,-200,-200,-200,-200,-200
2004-08-09,1899-12-31 17:00:00,1.5,-200,-200,-200,-200,65,-200,75,-200,-200,-200,-200,-200
2004-08-09,1899-12-31 18:00:00,1.7,-200,-200,-200,-200,80,-200,86,-200,-200,-200,-200,-200
2004-08-09,1899-12-31 19:00:00,2.2,-200,-200,-200,-200,88,-200,96,-200,-200,-200,-200,-200
2004-08-09,1899-12-31 20:00:00,1.9,1091.3333333333,-200,8.62885739939608,924.66666666667,81,730,95,1685,1020.3333333333,29.766667048136,41.666666666667,1.7167297053343
2004-08-09,1899-12-31 21:00:00,1.6,1109.25,-200,9.6521465507653,964.5,59,695.5,74,1741.75,1099.5,28.775000095367,45.949999809265,1.78842521456966
2004-08-09,1899-12-31 22:00:00,1.5,1097.75,-200,9.11941172739119,944,69,686.75,76,1771.5,1086,28.199999809265,51.050000190735,1.92206652526945
2004-08-09,1899-12-31 23:00:00,1.4,1087.75,-200,9.13225164880703,944.5,58,673.5,66,1764.5,1059.75,27.525000095367,54.424999237061,1.97052340723473
2004-08-10,1899-12-31 00:00:00,1,1034.75,-200,7.04995174513952,859,33,731.75,49,1679.75,995.5,27.449999809265,55,1.98268359596439
2004-08-10,1899-12-31 01:00:00,0.7,941.75,-200,4.89749022173958,758.25,17,824.25,29,1567.25,856,28.074999809265,51.550000190735,1.92690755971716
2004-08-10,1899-12-31 02:00:00,0.5,901.5,-200,3.46567630209742,680.25,6,919,11,1535.25,722.25,26.27499961853,56.52499961853,1.90265173032063
2004-08-10,1899-12-31 03:00:00,0.5,918.5,-200,3.87036689775418,703.5,-200,860.75,-200,1603,859.75,24.425000190735,64.975001335144,1.96116101878346
2004-08-10,1899-12-31 04:00:00,0.5,874.75,-200,3.21064558043556,665,20,919,25,1558.5,772.25,24.449999809265,63.574998855591,1.9217510258711
2004-08-10,1899-12-31 05:00:00,0.7,927,-200,4.6828924219133,747.25,58,830.25,34,1632.75,909.75,23.549999713898,67.374998092651,1.93047327208227
2004-08-10,1899-12-31 06:00:00,1.2,1031.5,-200,7.59935363165946,882.5,106,717.5,42,1741.5,1051.25,23.449999809265,65.72500038147,1.87199228833011
2004-08-10,1899-12-31 07:00:00,2.2,1193.25,-200,14.6968469054736,1139,143,563.25,47,2009.25,1257.25,24.450000286102,61.27499961853,1.85222648566494
2004-08-10,1899-12-31 08:00:00,2.9,1268.25,-200,18.6768738915195,1259,167,518.5,62,2113.75,1410.25,26.049999713898,55.800000190735,1.85363929387267
2004-08-10,1899-12-31 09:00:00,2.6,1237.75,-200,14.8466274360249,1143.75,188,564.75,81,1939.25,1432.75,28.525000095367,48.5,1.86066169504244
2004-08-10,1899-12-31 10:00:00,2.6,1229.5,-200,14.4929342941164,1132.5,164,603.5,90,1908.75,1413.25,33.550000190735,35.724999427795,1.82287084155151
2004-08-10,1899-12-31 11:00:00,2.2,1161.25,-200,12.7201388187676,1074.25,128,646,95,1776.75,1206,36.5,28.900000095367,1.73588337033744
2004-08-10,1899-12-31 12:00:00,1.5,1048,-200,9.23524812530208,948.5,88,763.5,86,1607.25,830.5,39.025000572205,23.724999904633,1.63455082241217
2004-08-10,1899-12-31 13:00:00,0.9,929.25,-200,4.77505671097575,752,51,954.5,64,1385,544,38.775000572205,23.674999713898,1.60926386135787
2004-08-10,1899-12-31 14:00:00,1,950,-200,5.38497587514909,782.5,52,914,62,1443,524.5,38.049999237061,24,1.56861353676615
2004-08-10,1899-12-31 15:00:00,1.1,1012.75,-200,7.15958235229276,863.75,59,818.75,75,1544.25,644.25,40.52499961853,23.324999809265,1.74159572859704
2004-08-10,1899-12-31 16:00:00,1.2,1033.5,-200,6.71976316517691,844.5,67,841.25,88,1565.75,701.5,39.75,25.425000190735,1.82129180330823
2004-08-10,1899-12-31 17:00:00,1.8,1081.5,-200,9.6521465507653,964.5,105,760,126,1648.75,843.5,39.575000762939,23.300000190735,1.6534688726683
2004-08-10,1899-12-31 18:00:00,1.8,1110,-200,10.9357039595264,1012,91,720.25,96,1724.75,905,38.77499961853,24.674999713898,1.6772369062171
2004-08-10,1899-12-31 19:00:00,1.7,1117.75,-200,10.5639655322337,998.5,69,705.5,79,1766,878.25,34.700000762939,35.899998664856,1.95278700310024
2004-08-10,1899-12-31 20:00:00,1.7,1135.75,-200,9.72459009745523,967.25,65,702.5,67,1800.75,926.75,32.27499961853,43.574998855591,2.07004806604629
2004-08-10,1899-12-31 21:00:00,1.6,1105.5,-200,8.5996254884063,923.5,58,725,62,1756.5,909.5,30.650000095367,48.050000190735,2.08207830991603
2004-08-10,1899-12-31 22:00:00,1.7,1151,-200,10.1573687803173,983.5,67,678,64,1822.75,1023.75,29.474999904633,50.574998855591,2.04924062534961
2004-08-10,1899-12-31 23:00:00,1.8,1144.25,-200,10.5298228261072,997.25,64,669.25,63,1816,1021.25,28.824999332428,52,2.02973466500792
2004-08-11,1899-12-31 00:00:00,1.5,1118.25,-200,8.76933794439815,930.25,65,697.25,60,1747.5,1026.5,28.175000190735,55.049999237061,2.06967479583945
2004-08-11,1899-12-31 01:00:00,1.2,1065.75,-200,6.590699947825,838.75,47,739.5,49,1699.5,992.5,27.199999809265,59.10000038147,2.09972906834879
2004-08-11,1899-12-31 02:00:00,0.8,990.5,-200,5.28793839309669,777.75,29,796.75,36,1665.25,909.5,26.724999427795,60.699999809265,2.09766936115355
2004-08-11,1899-12-31 03:00:00,0.5,905.75,-200,2.95999851325686,649.5,-200,961,-200,1580.75,767.5,26.924999713898,60.274998664856,2.10743594340071
2004-08-11,1899-12-31 04:00:00,0.5,903.25,-200,3.15737181658935,661.75,16,932,24,1589.5,760,26.449999809265,61.550001144409,2.09312775140518
2004-08-11,1899-12-31 05:00:00,0.7,941,-200,3.54680417647915,685,50,895,32,1631.75,834.25,25.949999809265,63.64999961853,2.10204020839072
2004-08-11,1899-12-31 06:00:00,1.1,1073.6666666667,-200,7.21176418049906,866,78,717,42,1768,1075.3333333333,26.06666692098,63.666666666667,2.11703346532004
2004-08-11,1899-12-31 07:00:00,1.4,1113.5,-200,9.46878804795829,957.5,89,663.25,42,1835.75,1166.5,26.800000190735,60.525000572205,2.10080028255073
2004-08-11,1899-12-31 08:00:00,1.7,1161.75,-200,11.1306112702786,1019,97,622.25,51,1904,1177.5,27.874999523163,56.549999237061,2.08946280992782
2004-08-11,1899-12-31 09:00:00,1.8,1164.5,-200,9.70480986554772,966.5,93,651,58,1824.75,1120,29.75,51.14999961853,2.10544806286197
